author,affiliations
"Name(first='Polina', last='Harik')",Nbme
"Name(first='Fengkai', last='Liu')",City University of Hong Kong
"Name(first='John', last='Lee')",City University of Hong Kong
"Name(first='Mikio', last='Oda')","National Institute of Technology, Kurume College"
"Name(first='Cyriel', last='Mallart')",LIDILE Universit Rennes 2
"Name(first='Andrew', last='Simpkin')","School of Mathematics, Statistics and Applied Mathematics, University of Galway"
"Name(first='Rmi', last='Venant')",LIUM Universit du Mans
"Name(first='Nicolas', last='Ballier')",CLILLAC-ARP Universit de Paris Cit
"Name(first='Bernardo', last='Stearns')","Data Science Institute, University of Galway"
"Name(first='Jen', last='Yu Li')",LIDILE Universit Rennes 2
"Name(first='Thomas', last='Gaillat')",Universit de Rennes 2
"Name(first='Yusuke', last='Ide')",Nara Institute of Science and Technology
"Name(first='Masato', last='Mita')",CyberAgent Inc.
"Name(first='Adam', last='Nohejl')",Nara Institute of Science and Technology
"Name(first='Anisia', last='Katinskaia')",University of Helsinki
"Name(first='Roman', last='Yangarber')",University of Helsinki
"Name(first='Eliza', last='Hobo')","TNO, Netherlands Organisation for Applied Scientific Research"
"Name(first='Charlotte', last='Pouw')",University of Amsterdam
"Name(first='Lisa', last='Beinborn')",Vrije Universiteit Amsterdam
"Name(first='Desislava', last='Aleksandrova')",CBC/Radio-Canada
"Name(first='Vincent', last='Pouliot')",CBC/Radio-Canada
"Name(first='Heather', last='Hill')",Harvard
"Name(first='Rushil', last='Thareja')",Extramarks Education Pvt. Ltd.
"Name(first='Ritik', last='Garg')",Extramarks Education Pvt. Ltd.
"Name(first='Shiva', last='Baghel')",Extramarks
"Name(first='Deep', last='Dwivedi')",Mr
"Name(first='Mukesh', last='Mohania')",Extramarks Education Pvt. Ltd.
"Name(first='Ritvik', last='Kulshrestha')",Extramarks Education Pvt. Ltd.
"Name(first='Abigail', last='Gurin Schleifer')",Weizmann Institute of Science
"Name(first='Beata', last='Beigman Klebanov')","Educational Testing Service; Educational Testing Service, Princeton, NJ, USA"
"Name(first='Moriah', last='Ariely')","Weizmann Institute of Science, Rehovot, Israel"
"Name(first='Giora', last='Alexandron')","Weizmann Institute of Science, Rehovot, Israel"
"Name(first='Abhidip', last='Bhattacharyya')",University of Colorado Boulder
"Name(first='Jon', last='Cai')",University of Colorado Boulder
"Name(first='Michael', last='Suhan')",Educational Testing Service
"Name(first='Zuowei', last='Wang')",Educational Testing Service
"Name(first='Tenaha', last='O’reilly')",Educational Testing Service
"Name(first='Kevin P.', last='Yancey')",Duolingo
"Name(first='Geoffrey', last='Laflair')",Duolingo
"Name(first='Anthony', last='Verardi')",Duolingo
"Name(first='Arianna', last='Masciolini')",Unknown
"Name(first='Elena', last='Volodina')",Unknown
"Name(first='Dana', last='Dannélls')",Unknown
"Name(first='Semere Kiros', last='Bitew')","Ghent University - imec, IDLab"
"Name(first='Johannes', last='Deleu')",Ghent University - imec
"Name(first='A. Seza', last='Doğruöz')",Universiteit Gent
"Name(first='Chris', last='Develder')",Ghent University; Unknown
"Name(first='Thomas', last='Demeester')",Ghent University - imec; Unknown
"Name(first='Changrong', last='Xiao')",Tsinghua university
"Name(first='Sean Xin', last='Xu')",Tsinghua university
"Name(first='Kunpeng', last='Zhang')",University of Maryland
"Name(first='Yufang', last='Wang')",Beijing Xicheng Educational Research Institute
"Name(first='Lei', last='Xia')",Shawn Tech
"Name(first='Alexander', last='Kwako')","University of California, Los Angeles"
"Name(first='Jieyu', last='Zhao')","University of Maryland, College Park"
"Name(first='Mark', last='Hansen')","University of California, Los Angeles"
"Name(first='Richard', last='Baraniuk')",Rice University
"Name(first='Eda', last='Okur')",Intel Labs
"Name(first='Roddy', last='Fuentes Alba')",Intel Labs
"Name(first='Saurav', last='Sahay')",Intel Labs; Intel
"Name(first='Lama', last='Nachman')",Unknown; Intel Labs
"Name(first='Erfan', last='Al-Hossami')",University of North Carolina at Charlotte
"Name(first='Razvan', last='Bunescu')",University of North Carolina at Charlotte
"Name(first='Ryan', last='Teehan')",New York University
"Name(first='Laurel', last='Powell')",University of North Carolina at Charlotte
"Name(first='Khyati', last='Mahajan')",University of North Carolina at Charlotte
"Name(first='Mohsen', last='Dorodchi')",University of North Carolina at Charlotte
"Name(first='Ali', last='Quidwai')",New York University
"Name(first='Chunhui', last='Li')",columbia university
"Name(first='Parijat', last='Dube')",Ibm
"Name(first='Thomas', last='Huber')",University of St. Gallen
"Name(first='Christina', last='Niklaus')",University of St. Gallen
"Name(first='Siegfried', last='Handschuh')",University of St. Gallen
"Name(first='Yann', last='Hicke')",Cornell University
"Name(first='Abhishek', last='Masand')",Cornell University
"Name(first='Wentao', last='Guo')",Cornell University
"Name(first='Tushaar', last='Gangavarapu')",Cornell University
"Name(first='Alexis', last='Baladón')","Instituto de Computación, Facultad de Ingeniería, Universidad de la República"
"Name(first='Ignacio', last='Sastre')","Instituto de Computación, Facultad de Ingeniería, Universidad de la República"
"Name(first='Luis', last='Chiruzzo')","Instituto de Computación, Facultad de Ingeniería, Universidad de la República"
"Name(first='Aiala', last='Rosá')","Instituto de Computación, Facultad de Ingeniería, Universidad de la República"
"Name(first='Amin', last='Omidvar')","PhD student at the Department of Electrical Engineering and Computer Science, York University"
"Name(first='Aijun', last='An')",York University
"Name(first='Christopher', last='Vasselli')",Serpenti Sei
"Name(first='Anaïs', last='Tack')",KU Leuven
"Name(first='Serge', last='Bibauw')",Universidad Central del Ecuador; UCLouvain
"Name(first='Chris', last='Piech')",Stanford University
"Name(first='Adaeze', last='Adigwe')",University Of Edinburgh
"Name(first='Yueling', last='Li')",Basf Se
"Name(first='Sebastian', last='Martschat')",Basf Se
"Name(first='Jiarun', last='Cao')",university of Manchester
"Name(first='Niels', last='Peek')",university of Manchester
"Name(first='Andrew', last='Renehan')",university of Manchester
"Name(first='Sophia', last='Ananiadou')",university of Manchester
"Name(first='Sanghwan', last='Kim')",ETH Zrich
"Name(first='Farhad', last='Nooralahzadeh')",University of Zurich
"Name(first='Morteza', last='Rohanian')",University of Zurich
"Name(first='Koji', last='Fujimoto')",Kyoto University Graduate School of Medicine
"Name(first='Mizuho', last='Nishio')",Kyoto University Graduate School of Medicine
"Name(first='Ryo', last='Sakamoto')",Kyoto University Graduate School of Medicine
"Name(first='Fabio', last='Rinaldi')","IDSIA, Swiss AI Institute"
"Name(first='Michael', last='Krauthammer')",University of Zurich
"Name(first='Omid', last='Rohanian')",University of Oxford
"Name(first='Hannah', last='Jauncey')",University of Oxford
"Name(first='Mohammadmahdi', last='Nouriborji')","Sharif University of Technology, NLPie Research"
"Name(first='Vinod', last='Kumar')",University of Oxford
"Name(first='Bronner P.', last='Gonalves')",University of Oxford
"Name(first='Christiana', last='Kartsonaki')",University of Oxford
"Name(first='Isaric', last='Clinical Characterisation Group')",University of Oxford
"Name(first='Laura', last='Merson')",University of Oxford
"Name(first='David', last='Clifton')",University of Oxford
"Name(first='Ryan', last='Whetten')",Boise State University
"Name(first='Casey', last='Kennington')",Boise State University
"Name(first='Chenhan', last='Yuan')",The University of Manchester
"Name(first='Shreya', last='Chandrasekhar')",Penn State University
"Name(first='Chieh-Yang', last='Huang')",Pennsylvania State University
"Name(first='Ting-Hao', last='Huang')",Pennsylvania State University
"Name(first='Tianlin', last='Zhang')",The University of Manchester
"Name(first='Kailai', last='Yang')",university of Manchester
"Name(first='Mourad', last='Sarrouti')",Sumitovant Biopharma
"Name(first='Carson', last='Tao')",Sumitovant Biopharma
"Name(first='Yoann', last='Mamy Randriamihaja')",Sumitovant Biopharma
"Name(first='Mariana', last='Neves')",German Federal Institute for Risk Assessment
"Name(first='Ines', last='Schadock')",German Federal Institute for Risk Assessment
"Name(first='Beryl', last='Eusemann')",German Federal Institute for Risk Assessment
"Name(first='Gilbert', last='Schnfelder')",German Federal Institute for Risk Assessment
"Name(first='Bettina', last='Bert')",German Federal Institute for Risk Assessment
"Name(first='Daniel', last='Butzke')",German Federal Institute for Risk Assessment
"Name(first='Laura', last='Zanella')","LORIA (Universite de Lorraine, CNRS, Inria)"
"Name(first='Perceval', last='Wajsburt')",Sorbonne Universit
"Name(first='Ken', last='Yano')",The National Institute of Advanced Industrial Science and Technology
"Name(first='Makoto', last='Miwa')",Toyota Technological Institute
"Name(first='Simon', last='Meoni')",Arkhn/INRIA
"Name(first='Eric', last='De la Clergerie')",Iniria
"Name(first='Theo', last='Ryffel')",Arkhn
"Name(first='Nesrine', last='Bannour')","Universite Paris-Saclay, CNRS, LISN"
"Name(first='Bastien', last='Rance')","INSERM, Universite Paris Cit, Sorbonne Paris Cit, AP-HP, HEGP, HeKa, Inria Paris"
"Name(first='Aurelie', last='Neveol')","Universite Paris Saclay, CNRS, LISN"
"Name(first='Vinayak', last='Arannil')",Amazon
"Name(first='Tomal', last='Deb')",Amazon
"Name(first='Atanu', last='Roy')",Amazon
"Name(first='Prateek', last='Chhikara')",University of Southern California
"Name(first='Ujjwal', last='Pasupulety')",University of Southern California
"Name(first='John', last='Marshall')",University of Southern California
"Name(first='Dhiraj', last='Chaurasia')",University of Southern California
"Name(first='Shweta', last='Kumari')",University of Southern California
"Name(first='Aman', last='Berhe')",SU/IRD UMMISCO & Quinten
"Name(first='Guillaume', last='Draznieks')",Quinten
"Name(first='Vincent', last='Martenot')",Quinten
"Name(first='Valentin', last='Masdeu')",Quinten
"Name(first='Lucas', last='Davy')",Quinten
"Name(first='Jean-Daniel', last='Zucker')","Su/ird, Ummisco"
"Name(first='Pritam', last='Deka')",Queen’s University Belfast
"Name(first='Anna', last='Jurek-Loughrey')",Queen’s University Belfast
"Name(first='Deepak', last='P')",Queen’s University Belfast
"Name(first='Oumaima', last='El Khettari')",Nantes Universit - LS2N
"Name(first='Solen', last='Quiniou')",Nantes Universit - LS2N
"Name(first='Samuel', last='Chaffron')",Nantes Universit - LS2N
"Name(first='Gilchan', last='Park')",Brookhaven National Laboratory
"Name(first='Byung-Jun', last='Yoon')",Brookhaven National Laboratory
"Name(first='Xihaier', last='Luo')",Brookhaven National Laboratory
"Name(first='Vanessa', last='Lpez-Marrero')",Brookhaven National Laboratory
"Name(first='Patrick', last='Johnstone')",Brookhaven National Laboratory
"Name(first='Shinjae', last='Yoo')",Bnl
"Name(first='Francis', last='Alexander')",Brookhaven National Laboratory
"Name(first='François', last='Remy')",Ghent University - imec
"Name(first='Kris', last='Demuynck')",Ghent University - imec
"Name(first='Harsh', last='Verma')",Concordia University
"Name(first='Sabine', last='Bergler')",Concordia University
"Name(first='Narjesossadat', last='Tahaei')",Concordia University
"Name(first='Sudipta', last='Singha Roy')",The University of Western Ontario
"Name(first='Robert E.', last='Mercer')",The University of Western Ontario
"Name(first='Niklas', last='Kammer')","Hasso Plattner Institute, University of Potsdam"
"Name(first='Florian', last='Borchert')","Hasso Plattner Institute; Hasso Plattner Institute, University of Potsdam"
"Name(first='Silvia', last='Winkler')","Hasso Plattner Institute, University of Potsdam"
"Name(first='Gerard', last='de Melo')",HPI/University of Potsdam
"Name(first='Matthieu-P.', last='Schapranow')","Hasso Plattner Institute, University of Potsdam; Unknown"
"Name(first='Chandreen', last='Liyanage')",Lakehead University
"Name(first='Sunghwan', last='Sohn')",Mayo Clinic
"Name(first='Dmitriy', last='Dligach')",Loyola University Chicago
"Name(first='Shilpa', last='Suresh')","Boston Children’s Hospital, Harvard Medical School"
"Name(first='Nazgol', last='Tavabi')","Boston Children’s Hospital, Harvard Medical School; Harvard University"
"Name(first='Shahriar', last='Golchin')","Boston Children’s Hospital, Harvard Medical School; University Of Arizona"
"Name(first='Leah', last='Gilreath')","Boston Children’s Hospital, Harvard Medical School"
"Name(first='Rafael', last='Garcia-Andujar')","Boston Children’s Hospital, Harvard Medical School"
"Name(first='Alexander', last='Kim')","Boston Children’s Hospital, Harvard Medical School"
"Name(first='Joseph', last='Murray')","Boston Children’s Hospital, Harvard Medical School"
"Name(first='Blake', last='Bacevich')","Boston Children’s Hospital, Harvard Medical School"
"Name(first='Ata', last='Kiapour')","Boston Children’s Hospital, Harvard Medical School; Harvard University"
"Name(first='Israt', last='Jahan')",York University
"Name(first='Chun', last='Peng')",York University
"Name(first='Vera', last='Pavlova')",Rttl.ai
"Name(first='Mohammed', last='Makhlouf')",Rttl.ai
"Name(first='Takuma', last='Matsubara')",Toyota Technological Institute
"Name(first='Yutaka', last='Sasaki')",Toyota Technological Institute
"Name(first='Masaki', last='Asada')",National Institute of Advanced Industrial Science and Technology
"Name(first='Koshi', last='Yamada')",Toyota Technological Institute
"Name(first='Ryuki', last='Ida')",Toyota Technological Institute
"Name(first='David', last='Kartchner')",Enveda Biosciences; Georgia Institute of Technology
"Name(first='Selvi', last='Ramalingam')",Emory University
"Name(first='Irfan', last='Al-Hussaini')",Georgia Institute of Technology
"Name(first='Olivia', last='Kronick')",Georgia Institute of Technology
"Name(first='Cassie', last='Mitchell')",Georgia Institute of Technology
"Name(first='Skyler', last='Zou')",Csiro
"Name(first='Xiang', last='Dai')",Csiro; CSIRO Data61
"Name(first='Grant', last='Brinkworth')",Csiro
"Name(first='Pennie', last='Taylor')",Csiro
"Name(first='Sarvnaz', last='Karimi')",Csiro
"Name(first='Simon', last='Suster')",University of Melbourne
"Name(first='Karin', last='Verspoor')",RMIT University
"Name(first='Ghadeer', last='Mobasher')",Heidelberg Institute for Theoretical Studies (HITS gGmbH)
"Name(first='Wolfgang', last='Müller')",Heidelberg Institute for Theoretical Studies HITS gGmbH
"Name(first='Olga', last='Krebs')",Heidelberg Institute for Theoretical Studies HITS gGmbH
"Name(first='Michael', last='Gertz')","Institute of Computer Science Heidelberg University, Heidelberg, Germany; Heidelberg University"
"Name(first='Paul', last='Landes')",University of Illinois at Chicago
"Name(first='Aaron', last='Chaise')",University of Illinois Chicago
"Name(first='Kunal', last='Patel')",University of Illinois Chicago
"Name(first='Sean', last='Huang')",Vanderbilt
"Name(first='Barbara', last='Di Eugenio')",University of Illinois at Chicago
"Name(first='Dave', last='Van Veen')",Stanford University
"Name(first='Cara', last='Van Uden')",Stanford University
"Name(first='Maayane', last='Attias')",Stanford
"Name(first='Anuj', last='Pareek')",Stanford University
"Name(first='Christian', last='Bluethgen')",Stanford University
"Name(first='Malgorzata', last='Polacin')","Stanford University, ETH Zurich"
"Name(first='Wah', last='Chiu')",Stanford University
"Name(first='Juan', last='Zambrano Chaves')",Stanford University
"Name(first='John', last='Pauly')",Stanford University
"Name(first='Yanjun', last='Gao')",University of Wisconsin Madison; Unknown
"Name(first='Majid', last='Afshar')",University of Wisconsin; University of Wisconsin - Madison
"Name(first='Tomas', last='Goldsack')",University of Sheffield
"Name(first='Zheheng', last='Luo')",university of Manchester
"Name(first='Pierre', last='Chambon')",Stanford University
"Name(first='Ming', last='Liu')",Deakin University
"Name(first='Dan', last='Zhang')",Deakin University
"Name(first='Weicong', last='Tan')",Monash University
"Name(first='He', last='Zhang')",Cnpiec Kexin Ltd
"Name(first='Neil', last='Torrero')",Upc
"Name(first='Gerard', last='Sant')",Universitat politcnica de catalunya
"Name(first='Carlos', last='Escolano')",Universitat politcnica de catalunya
"Name(first='Yuping', last='Wu')",university of Manchester
"Name(first='Xiao-Jun', last='Zeng')",university of Manchester
"Name(first='Daniel', last='Beck')",University of Melbourne
"Name(first='Gaurav', last='Kolhatkar')",Unknown; Pune Institute Of Computer Technology
"Name(first='Aditya', last='Paranjape')",Unknown; Pune Institute Of Computer Technology
"Name(first='Omkar', last='Gokhale')",Unknown; Pune Institute Of Computer Technology
"Name(first='Dipali', last='Kadam')",Pune Institute Of Computer Technology
"Name(first='Potsawee', last='Manakul')",University of Cambridge
"Name(first='Yassir', last='Fathullah')",University of Cambridge
"Name(first='Adian', last='Liusie')",University of Cambridge
"Name(first='Vyas', last='Raina')",University of Cambridge
"Name(first='Vatsal', last='Raina')",University of Cambridge
"Name(first='Mark', last='Gales')",Cambridge University
"Name(first='Vicent', last='Ahuir Esteve')",Universitat Politecnica de Valencia
"Name(first='Encarna', last='Segarra')",Universitat Politecnica de Valencia
"Name(first='Lluis', last='Hurtado')",Universitat Politecnica de Valencia
"Name(first='Mariia', last='Chizhikova')",University of Jaen
"Name(first='Manuel', last='Diaz-Galiano')",University of Jaen
"Name(first='L. Alfonso', last='Urena-Lopez')",University of Jaen
"Name(first='M. Teresa', last='Martin-Valdivia')",University of Jaen
"Name(first='Jinge', last='Wu')",University College London
"Name(first='Daqian', last='Shi')",University of Trento
"Name(first='Abul', last='Hasan')",University College London
"Name(first='Honghan', last='Wu')",University College London
"Name(first='Sri', last='Macharla')",IIT Roorkee at Roorkee
"Name(first='Ashok', last='Madamanchi')",IIT Roorkee at Roorkee
"Name(first='Nikhilesh', last='Kancharla')",IIT Roorkee at Roorkee
"Name(first='Aaron', last='Nicolson')",Csiro
"Name(first='Jason', last='Dowling')",Csiro
"Name(first='Bevan', last='Koopman')",Csiro
"Name(first='Kusuma', last='P')",Siemens Healthineers
"Name(first='Tongnian', last='Wang')",University of Texas at San Antonio
"Name(first='Xingmeng', last='Zhao')",University of Texas San Antonio
"Name(first='Anthony', last='Rios')",University of Texas at San Antonio
"Name(first='Gangwoo', last='Kim')",Korea University
"Name(first='Hajung', last='Kim')",Korea University
"Name(first='Seongsu', last='Bae')",KAIST
"Name(first='Chanhwi', last='Kim')","Korea University, DMIS"
"Name(first='Eric', last='Chang')",Kingtex
"Name(first='Phuc', last='Phan')","VinBigData, JSC"
"Name(first='Tri', last='Tran')","VinBigData, JSC"
"Name(first='Hai-Long', last='Trieu')",Vingroup Big Data Institute
"Name(first='A.s.', last='Poornash')",Indian Institute of Technology Patna
"Name(first='Atharva', last='Deshmukh')",Indian Institute of Technology Patna
"Name(first='Archit', last='Sharma')",Indian Institute of Technology Patna
"Name(first='Chao-Yi', last='Chen')",National Central University
"Name(first='Jen-Hao', last='Yang')",National Central University
"Name(first='Lung-Hao', last='Lee')",Unknown; National Central University
"Name(first='Austin', last='Wu')",Georgia Institute of Technology
"Name(first='Yu-Hsuan', last='Wu')",National Cheng Kung University
"Name(first='Ying-Jia', last='Lin')",National Cheng-Kung University
"Name(first='Oisín', last='Turbitt')",Medicines Discovery Catapult
"Name(first='Robert', last='Bevan')",Medicines Discovery Catapult
"Name(first='Mouhamad', last='Aboshokor')",Medicines Discovery Catapult
"Name(first='Quancheng', last='Liu')",University of Michigan
"Name(first='Xiheng', last='Ren')",University of Michigan
"Name(first='Venkat praneeth', last='Reddy')","Indian Institute of Technology, Roorkee"
"Name(first='Pinnapu Reddy Harshavardhan', last='Reddy')","Indian Institute of Technology, Roorkee"
"Name(first='Karanam Sai', last='Sumedh')","Indian Institute of Technology, Roorkee"
"Name(first='Raksha', last='Sharma')","Indian Institute of Technology, Roorkee"
"Name(first='Mong Yuan', last='Sim')",The University of Adelaide
"Name(first='Maciej', last='Rybinski')",Csiro
"Name(first='Cagla', last='Colak')",Ik University
"Name(first='Lknur', last='Karadeniz')",Ik University
"Name(first='Kyle', last='Gorman')","The Graduate Center, City University of New York"
"Name(first='Manex', last='Agirrezabal')",University of Copenhagen
"Name(first='Sidsel', last='Boldsen')",University of Copenhagen
"Name(first='Nora', last='Hollenstein')",University of Copenhagen
"Name(first='Ronja', last='Laarmann-quante')",Ruhr University Bochum
"Name(first='Kurt', last='Micallef')",University of Malta
"Name(first='Fadhl', last='Eryani')",University of Tübingen
"Name(first='Nizar', last='Habash')",New York University Abu Dhabi
"Name(first='Houda', last='Bouamor')",Carnegie Mellon University in Qatar
"Name(first='Claudia', last='Borg')",U. Malta; University of Malta
"Name(first='Elizabeth', last='Nielsen')",University Of Edinburgh
"Name(first='Christo', last='Kirov')",Google
"Name(first='Brian', last='Roark')",Google Inc.
"Name(first='Yuying', last='Ren')","Graduate Center, City University of New York"
"Name(first='Shigeki', last='Karita')",Google
"Name(first='Haruko', last='Ishikawa')","Google, Japan"
"Name(first='Logan', last='Born')",Simon Fraser University
"Name(first='M. Willis', last='Monroe')",university of british columbia
"Name(first='Kathryn', last='Kelley')",Università di Bologna
"Name(first='Anoop', last='Sarkar')",Simon Fraser University
"Name(first='Fabio', last='Tamburini')",FICLIT - University of Bologna
"Name(first='Noah', last='Hermalin')",University of California Berkeley
"Name(first='Joel', last='Shor')",Google
"Name(first='Ruyue Agnes', last='Bi')",Unknown
"Name(first='Subhashini', last='Venugopalan')",Google
"Name(first='Steven', last='Ibara')",Cornell University
"Name(first='Roman', last='Goldenberg')",Unknown
"Name(first='Ehud', last='Rivlin')",Technion
"Name(first='Yuta', last='Nakamura')",The University of Tokyo
"Name(first='Yuki', last='Chida')",Unknown
"Name(first='Tomoya', last='Kurosawa')",The University of Tokyo; Unknown
"Name(first='Paul', last='Youssef')",Phillips-Universität Marburg
"Name(first='Jörg', last='Schlötterer')",Universität Mannheim and Phillips-Universität Marburg
"Name(first='Christin', last='Seifert')",Phillips-Universität Marburg and University of Twente
"Name(first='Kritesh', last='Rauniyar')",Unknown
"Name(first='Shuvam', last='Shiwakoti')",Unknown
"Name(first='Sweta', last='Poudel')",Unknown
"Name(first='Surendrabikram', last='Thapa')",Unknown; Virginia Tech
"Name(first='Usman', last='Naseem')",University of Sydney; Unknown
"Name(first='Mehwish', last='Nasim')",University of Western Australia and Flinders University of South Australia
"Name(first='Gleb', last='Erofeev')",Unknown
"Name(first='Irina', last='Sorokina')",Unknown
"Name(first='Serge', last='Gladkoff')",Logrus Global AI Lab
"Name(first='Ticiana', last='Coelho Da Silva')",Universidade Federal do Ceará
"Name(first='José', last='Fernandes De Macêdo')",Unknown
"Name(first='Régis', last='Magalhães')",Universidade Federal do Ceará
"Name(first='Mark', last='Gerstein')",Yale University
"Name(first='Do June', last='Min')",Unknown
"Name(first='Veronica', last='Perez-Rosas')",University of Michigan - Ann Arbor
"Name(first='Rada', last='Mihalcea')",University of Michigan
"Name(first='Ritwik', last='Mishra')","Indraprastha Institute of Information Technology, Delhi"
"Name(first='Simranjeet', last='Singh')",Unknown
"Name(first='Jasmeet', last='Kaur')","Indraprastha Institute of Information Technology, Delhi"
"Name(first='Pushpendra', last='Singh')",Unknown
"Name(first='Rajiv', last='Shah')",Unknown
"Name(first='Brihat', last='Sharma')",University of Wisconsin - Madison
"Name(first='Matthew', last='Churpek')",University of Wisconsin - Madison
"Name(first='Noushin', last='Salek Faramarzi')",State University of New York at Stony Brook
"Name(first='Meet', last='Patel')",Unknown
"Name(first='Sai Harika', last='Bandarupally')",Unknown
"Name(first='Ritwik', last='Banerjee')","State University of New York, Stony Brook"
"Name(first='Geunyeong', last='Jeong')",Konkuk University
"Name(first='Juoh', last='Sun')",Unknown
"Name(first='Seokwon', last='Jeong')",Kangwon National University
"Name(first='Hyunjin', last='Shin')",Unknown
"Name(first='Harksoo', last='Kim')",Konkuk University
"Name(first='Behrad', last='Taghibeyglou')",Unknown
"Name(first='Natsuki', last='Murakami')",Ochanomizu Women’s University
"Name(first='Mana', last='Ishida')",Unknown
"Name(first='Yuta', last='Takahashi')",Ochanomizu Women’s University
"Name(first='Daisuke', last='Bekki')",Ochanomizu University
"Name(first='Nadine', last='Abdelhalim')",university of Manchester
"Name(first='Ingy', last='Abdelhalim')",university of Manchester
"Name(first='Weipeng', last='Zhou')",Unknown
"Name(first='Mohita', last='Chowdhury')",Unknown
"Name(first='Ernest', last='Lim')",Unknown
"Name(first='Aisling', last='Higham')",Unknown
"Name(first='Rory', last='McKinnon')",Unknown
"Name(first='Nikoletta', last='Ventoura')",Unknown
"Name(first='Yajie', last='He')",Unknown
"Name(first='Nick', last='De Pennington')",Unknown
"Name(first='Gagandeep', last='Singh')",Nuance Communications
"Name(first='Yue', last='Pan')",Nuance Communications
"Name(first='Jesus', last='Andres-Ferrer')",Unknown
"Name(first='Miguel', last='Del-Agua')",Nuance Communications
"Name(first='Frank', last='Diehl')",Nuance Communications
"Name(first='Joel', last='Pinto')",Unknown
"Name(first='Paul', last='Vozila')",Nuance Communications
"Name(first='Kadir Bulut', last='Ozler')",Unknown
"Name(first='Richard', last='Beare')",NA
"Name(first='Taya', last='Collyer')",NA
"Name(first='Nadine', last='Andrew')",NA
"Name(first='Velandai', last='Srikanth')",NA
"Name(first='Takumi', last='Ohtsuka')",Ehime University
"Name(first='Chihiro', last='Tanikawa')",NA
"Name(first='Yuujin', last='Shimizu')",NA
"Name(first='Hajime', last='Nagahara')",Osaka University
"Name(first='Hazal', last='Türkmen')",Unknown
"Name(first='Oguz', last='Dikenelli')",Ege University
"Name(first='Cenk', last='Eraslan')",Unknown
"Name(first='Mehmet', last='Calli')",NA
"Name(first='Suha', last='Ozbek')",Unknown
"Name(first='Ignacio', last='Llorca')",Unknown
"Name(first='Giulia', last='Sanguedolce')",Unknown
"Name(first='Patrick A.', last='Naylor')",Imperial College London
"Name(first='Fatemeh', last='Geranmayeh')",Imperial College London
"Name(first='Jiarui', last='Yao')",Unknown
"Name(first='Kristin', last='Wright-Bettner')",University of Colorado at Boulder
"Name(first='Eli', last='Goldner')",Unknown
"Name(first='David', last='Harris')",Unknown
"Name(first='Varun', last='Nair')",Curai Health
"Name(first='Elliot', last='Schumacher')",Curai Health and Johns Hopkins University; Unknown
"Name(first='Malikeh', last='Ehghaghi')",Unknown
"Name(first='Marija', last='Stanojevic')",WinterLightLabs and Temple University
"Name(first='Ali', last='Akram')",Unknown
"Name(first='Jekaterina', last='Novikova')",Winterlight Labs
"Name(first='Ashwyn', last='Sharma')",Cadence Solutions
"Name(first='David', last='Feldman')",Unknown
"Name(first='Aneesh', last='Jain')",Unknown; Virginia Tech
"Name(first='Melissa', last='Yan')",Norwegian University of Science and Technology
"Name(first='Lise', last='Gustad')",Nord University and Norwegian University of Science and Technology
"Name(first='Lise', last='Høvik')",Unknown
"Name(first='Øystein', last='Nytrø')",Norwegian University of Science and Technology
"Name(first='Peter', last='Potash')",Microsoft
"Name(first='Xihui', last='Lin')",Microsoft
"Name(first='Yuwen', last='Sun')",Unknown
"Name(first='Zihan', last='Qian')",Unknown
"Name(first='Tianxi', last='Cai')",Harvard T.H. Chan School of Public Health
"Name(first='Junwei', last='Lu')",Harvard University
"Name(first='Siting', last='Liang')",German Research Center for AI
"Name(first='Mareike', last='Hartmann')",Saarland University / German Research Center for Artificial Intelligence; Unknown
"Name(first='Daniel', last='Sonntag')",Carl von Ossietzky University of Oldenburg / German Research Center for Artificial Intelligence; German Research Center for AI and Carl von Ossietzky Universität Oldenburg
"Name(first='Liang', last='Hu')",Tongji University
"Name(first='Anum', last='Masood')",Unknown
"Name(first='Yuxing', last='Lu')",Unknown
"Name(first='Xukai', last='Zhao')",Unknown
"Name(first='Jinzhuo', last='Wang')",peking university
"Name(first='Félix', last='Gaschi')",University of Lorraine
"Name(first='Xavier', last='Fontaine')",Unknown
"Name(first='Aidan', last='Mannion')",Unknown
"Name(first='Didier', last='Schwab')",Université Grenoble Alpes
"Name(first='Lorraine', last='Goeuriot')",Université Grenoble Alpes
"Name(first='John', last='Giorgi')",Unknown
"Name(first='Augustin', last='Toma')",University of Toronto
"Name(first='Ronald', last='Xie')",Unknown
"Name(first='Sondra', last='Chen')",Unknown
"Name(first='Kevin', last='An')",Unknown
"Name(first='Grace', last='Zheng')",University of Toronto
"Name(first='Fabián', last='Villena')",Universidad de Chile
"Name(first='Matías', last='Rojas')",Unknown
"Name(first='Felipe', last='Arias')",Unknown
"Name(first='Jorge', last='Pacheco')",Unknown
"Name(first='Paulina', last='Vera')",Unknown
"Name(first='Jocelyn', last='Dunstan')",Universidad de Chile
"Name(first='Sitong', last='Zhou')",Unknown
"Name(first='Meliha', last='Yetisgen')",University of Washington
"Name(first='Kenya', last='Andrews')",University of Illinois at Chicago
"Name(first='Bhuvni', last='Shah')",Unknown
"Name(first='Lu', last='Cheng')",University of Illinois at Chicago
"Name(first='Theodore', last='Zhao')",Microsoft
