researcher_id,first_name,last_name,h_index,total_citations,latest_affiliation,homepage
2295911167,Julie,Cohen,1,7,,
2295928,S.,Muresan,35,4140,,
2295934207,Sirui,Wang,3,29,,
2295954288,Shuyue,Li,7,129,,
2295956789,Min,Hu,1,3,,
2295957683,Wei,Wang,1,45,,
2295986944,Heidi,Biggs,1,6,,
2295987047,Akash,Gautam,1,1,,
2295989979,Alan,Leung,3,23,,
2295990012,Juan,P'erez-Ortiz,1,12,,
2295990115,Gregory,Lau,5,57,,
2295990249,Andr'es,Lou,1,1,,
2296003107,Sijun,Tan,2,61,,
2296100360,Yu,Sun,5,58,,
2296139302,Xinmeng,Huang,2,29,,
2296232551,Woojin,Lee,1,2,,
2296232959,Jingjing,Liu,1,49,,
2296233223,Ziyang,Wu,1,8,,
2296347679,Siddharth,Jain,1,19,,
2296407137,Xinghao,Yang,1,4,,
2296506630,Guo,Huai,1,5,,
2296566209,Dong,Nguyen,1,3,,
2296598482,Cornelia,Caragea,3,22,,
2296598908,Ho-fung,Leung,1,9,,
2296600123,Peng,Yan,1,13,,
2296602501,Jonathan,Rusert,1,1,,
2296675,B.,Tesar,22,2361,,
2296707191,Ziyuan,Zhuang,2,27,,
2296707202,Taiwoo,Park,1,1,,
2296715687,Peng,Dai,2,18,,
2296715918,Parker,Carlson,2,8,,
2296716666,Dongmei,Jia,2,18,,
2296717969,Trish,Maturi,2,8,,
2296718328,Donghyeon,Jeon,1,1,,
2296719010,Kyubyung,Chae,2,4,,
2296719126,Omer,Levy,4,249,,
2296720136,Ohjoon,Kwon,1,1,,
2296721936,Yufeng,He,0,0,,
2296722161,Sun,Kim,1,1,,
2296722484,Sanxing,Chen,5,158,,
2296722966,Hyunwoo,Lee,1,1,,
2296724980,Taesup,Kim,2,4,,
2296744550,Zoey,Liu,1,2,,
2296744857,Zhimeng,Zhang,2,15,,
2296745700,Suhong,Moon,3,24,,
2296745808,Jing,Ma,5,66,,
2296747138,Benjie,Wang,4,30,,
2296784521,Davood,Rafiei,2,29,,
2296788629,Changbong,Kim,1,1,,
2296809822,Florian,Schneider,1,3,,
2296829807,Siyang,Liu,3,19,,
2296837025,Jiarong,Xu,0,0,,
2296839961,Jaepill,Choi,2,4,,
2296843101,Jiaan,Wang,0,0,,
2296939219,Zacc,Yang,2,14,,
2296939255,Yue,Zhou,3,12,,
2296940018,Jingwu,Xiao,1,4,,
2296952,Zhicheng,Liang,5,79,Rensselaer Polytechnic Institute,
2296971,Iftekhar,Naim,15,812,,
2296991490,Yangyifan,Xu,3,33,,
2296993186,Nicolas,Ong,1,2,,
2296993605,Jingbo,Shang,3,15,,
2296993932,Bill,Byrne,2,15,,
2297002762,Minwoo,Kang,3,24,,
2297003083,Jianhong,Bai,2,20,,
2297006389,Yun-Peng,Li,1,3,,
2297008386,Gong,Cheng,1,1,,
2297014912,Dong,Li,2,19,,
2297051680,Joonho,Yang,2,11,,
2297053181,Yada,Zhu,1,3,,
2297109050,Xiao,Yu,2,11,,
2297140659,Jiayu,Wu,1,2,,
2297147233,Seunghyun,Yoon,1,6,,
2297186085,Yusuke,Miyao,1,2,,
2297195029,Zhihao,Xu,3,38,,
2297195264,E.,Krahmer,39,6985,,
2297209655,Yang,Zhang,2,9,,
2297212494,Sijia,Liu,4,60,,
2297222221,Changbin,Li,2,7,,
2297229,Stefan,Lee,29,9432,,
2297255114,Jiaxiang,Liu,3,39,,
2297308396,Ruixuan,Huang,3,38,,
2297317809,Xiangheng,He,1,2,,
2297318263,Yue,Zhou,1,4,,
2297333418,Zulong,Chen,3,46,,
2297334348,Junjie,Chen,4,58,,
2297341,Artem,Sokolov,17,1318,University of Heidelberg,https://www.cl.uni-heidelberg.de/~sokolov/
2297356406,Xiaoling,Wang,1,24,,
2297374391,Yoon,Kim,1,3,,
2297374397,Yoon,Kim,3,47,,
2297374435,Byeongjeong,Kim,2,13,,
2297378272,Ting,Cao,2,25,,
2297423559,Qingyan,Guo,2,11,,
2297433621,Geyu,Lin,4,67,,
2297444637,Yi,Zeng,9,264,,
2297642863,Chen,Zhang,2,13,,
2297670538,Zhuxin,Lee,2,5,,
2297670970,Chenghao,Peng,1,9,,
2297673092,Liqian,Wen,1,9,,
2297675380,Hefan,Zhang,2,12,,
2297721498,Yuhan,Cui,1,21,,
2297726798,Hong,Chen,2,5,,
2297730893,Zhonghua,Zheng,3,47,,
2297732848,Tianhe,Lin,2,25,,
2297736611,He,Wang,2,5,,
2297767153,Anirban,Majumder,1,3,,
2297767230,Ishaan,Watts,3,77,IIT Delhi,https://wattsishaan.github.io
2297768528,Gustavo,Rosa,4,1423,,
2297769543,Yauwai,Yim,4,65,,
2297771238,Tetsuya,Sakai,2,18,,
2297773268,Kaito,Air,1,15,,
2297773933,Jingbo,Shang,4,40,,
2297786971,Anirudh,Goyal,4,42,,
2297793300,Lingjie,Chen,2,16,,
2297800917,Franklin,Wang,2,30,,
2297802361,Yu-Xiang,Lin,1,2,,
2297810571,Feng,Yao,2,29,,
2297812813,Zhijun,Xu,1,9,,
2297817701,Yuxi,Sun,1,15,,
2297821508,Kaicheng,Yang,4,38,,
2297824922,Jie,Jiang,2,46,,
2297828478,Runzhong,Zhang,2,5,,
2297831856,Animesh,Kumar,1,12,,
2297836,Achille,Fokoue,26,3534,,
2297844473,Wenyilin,Xiao,2,5,,
2297848348,Canfer,Akbulut,6,173,,
2297851920,W.,Zhao,1,12,,
2297865931,Diogo,Almeida,2,12,,
2297873691,John,Schulman,8,1295,,
2297926507,Jiabei,Chen,1,28,,
2297947215,Wei-Yun,Ma,1,2,,
2298002727,Can,Ma,1,1,,
2298039452,Neele,Falk,2,26,,
2298042353,Biniyam,Tolera,1,8,,
2298081198,Nicholas,Chernogor,1,6,,
2298084354,Yilun,Hua,1,6,,
2298201493,Philip,Yu,4,107,,
2298213582,Peiguang,Li,2,12,,
2298215217,Che-Jui,Chang,1,12,,
2298216109,Shuhang,Lin,3,27,,
2298229368,Kimin,Lee,1,8,,
2298302378,Honglak,Lee,3,33,,
2298321,Christoph,Miksovic,7,169,,
2298402817,Hu,Xu,4,101,,
2298407473,Yichen,Xu,1,17,,
2298421583,Luke,Miller,4,46,,
2298441996,Noah,Smith,4,24,,
2298449941,Seongtae,Hong,2,4,,
2298452735,S.,Doneva,1,3,,
2298453030,Beate,Sick,1,3,,
2298453341,Jean-Philippe,Goldman,1,3,,
2298548526,Travis,Labrum,2,25,,
2298573173,Miranda,Luo,1,6,,
2298575372,Seoyeon,Jeong,1,6,,
2298577573,Seonghyeon,Ye,1,2,,
2298604863,Tianyi,Zhang,1,6,,
2298649,Oren,Melamud,11,987,,
2298758184,Brandon,Amos,3,76,,
2298843446,Xin,Wang,2,10,,
2298859516,Chuan,Wang,2,15,,
2298887317,Gemma,Boleda,2,11,,
2298890029,Mihai,Dascalu,3,19,,
2298897790,Alexander,Hauptmann,4,64,,
2298898475,Rong,Pan,1,2,,
2298902857,Patrick,Haller,5,2484,,
2298928922,Xiting,Wang,2,13,,
2298932831,Zijia,Lin,2,9,,
2298938126,Siva,Patel,1,3,,
2299046547,Zhijun,Chang,1,1,,
2299066139,Yufan,Jiang,4,52,,
2299066885,Meng,Li,1,4,,
2299102032,Zhixiong,Zhang,1,1,,
2299109396,Linyi,Ding,2,17,,
2299154851,Dawei,Yin,3,26,,
2299171638,Sameer,Singh,4,30,,
2299208178,Lu,Wang,4,26,,
2299270429,Arianna,Bisazza,5,88,,
2299285372,Di,Zhang,1,4,,
2299327308,Mona,Diab,4,59,,
2299327336,Yining,Hua,4,31,,
2299327550,Jiarui,Liu,5,45,,
2299328608,David,Jurgens,0,0,,
2299328790,Julian,Michael,2,32,,
2299329316,Juyoung,Suk,5,294,,
2299339759,Omer,Shubi,3,15,,
2299421756,Guang,Chen,3,15,,
2299480,Xiangmin,Fan,17,936,,
2299480405,Jiamin,Yang,0,0,,
2299483768,Yuxi,Xie,3,159,,
2299484454,Jamin,Shin,2,250,,
2299486043,Jiayi,Zhang,1,5,,
2299486403,Xuan,He,4,656,,
2299489369,Junmo,Kim,2,12,,
2299491543,Yeonghwa,Kim,1,3,,
2299500074,Chi-Heng,Lin,3,31,,
2299550823,Jialong,Tang,5,1229,,
2299571802,Chenghua,Lin,1,10,,
2299604,Setsuo,Yamada,7,226,,
2299738530,Yangyang,Zhao,1,1,,
2299742963,Yuzhe,Gu,2,10,,
2299760379,Anshul,Thakur,3,40,,
2299876,R.,Koeling,17,1443,,
2299939147,Siging,Huo,1,12,,
2299939290,Nikhil,Mehta,1,12,,
2299941616,John,Giorgi,1,5,,
2299946793,Wei,Liu,2,12,,
2300082322,Qinqyun,Wu,1,12,,
2300092001,Jens,Lehmann,1,33,,
2300099978,Andrea,Burns,1,27,,
2300129220,Sihao,Chen,2,13,,
2300138950,Zhiyu,Guo,1,28,,
2300139675,Qizhou,Chen,3,26,,
2300175059,Jason,Mars,1,3,,
2300175586,Hui,Xiong,2,47,,
2300176231,Charlene,Wilkinson,1,1,,
2300177888,Xiaoyu,Dong,3,33,,
2300192813,Birgit,Pfitzmann,2,10,,
2300195422,Wenjie,Zhou,1,1,,
2300249930,Xiaodong,Zhang,1,1,,
2300250400,Qiang,Sun,2,12,,
2300275413,Tao,Feng,5,80,UIUC,https://ft2023.github.io/taofeng.github.io/
2300283369,Karunesh,Arora,1,2,,
2300284021,Sankalp,Bahad,2,6,,
2300284348,Nanyun,Peng,3,22,,
2300284478,Mohit,Bansal,3,31,,
2300312503,Xiaodan,Zhu,2,14,,
2300313663,Ivan,Sidorov,1,2,,
2300314042,Fedor,Laputin,1,2,,
2300338822,Tong,Sun,2,14,,
2300340163,Zhenxin,Ding,0,0,,
2300343,Jason,Naradowsky,14,2246,,
2300368550,Rasul,Dent,1,8,,
2300368558,Onenamiyi,Onesi,1,8,,
2300368577,Monojit,Choudhury,2,14,,
2300368609,Ammon,Shurtz,2,13,,
2300368713,Matthew,Stutzman,1,8,,
2300368735,Vijay,Tiyyala,1,8,,
2300368790,Tanushree,Mitra,3,32,,
2300368876,Ashi,Garg,3,19,,
2300369005,Hasan,Muhammad,1,8,,
2300369209,Kenton,Murray,1,8,,
2300369276,Stephen,Richardson,1,9,,
2300370708,Max,Bartolo,3,47,,
2300370901,Sander,Land,3,51,,
2300390240,Songlin,Wang,1,5,,
2300421034,Mingming,Li,2,7,,
2300422086,Anjali,Singh,1,10,,
2300424756,Hayoung,Jung,3,22,University of Washington,hayoungjung.me
2300463814,Guoyu,Tang,2,9,,
2300471253,Lin,Liu,2,13,,
2300555930,Hasan,Iqbal,3,47,,
2300660029,Ekaterina,Artemova,4,61,,
2300675202,Changzhi,Zhou,3,20,,
2300756,Hidetaka,Kamigaito,14,713,Nara Institute of Science and Technology,https://sites.google.com/site/hidetakakamigaito/
2300795,Christopher,Homan,14,890,,
2300829,Milad,Alshomary,13,505,,
2300926314,Jing,Xu,1,4,,
2301015222,Alexandros,Vasileiou,1,8,,
2301015413,Oliver,Eberle,1,8,,
2301018533,Megan,Arney,1,4,,
2301018768,Jia,Bin,2,11,,
2301076518,Wenkai,Li,2,16,,
2301118295,Shiqiao,Gu,1,10,,
2301150056,Tom,Kwiatkowski,1,5,,
2301150359,Jingqi,Tong,2,10,,
2301154426,Koustuv,Dasgupta,1,2,,
2301154561,Nan,Tang,5,95,,
2301157207,Yakun,Yu,1,6,,
2301157456,Elena,Merdjanovska,1,1,,
2301158116,Bo,Pang,4,198,,
2301201483,P.,Torr,3,64,,
2301202406,William,Agnew,11,1113,,
2301211430,Nazli,Goharian,1,2,,
2301220954,Haoyu,Zhang,2,15,,
2301261715,Yuxia,Wu,3,34,,
2301311755,Masaaki,Nagata,1,6,,
2301413201,Minxing,Zhang,1,18,,
2301442545,Yun-Gyung,Cheong,2,16,,
2301449850,Kristian,Hammond,1,1,,
2301449924,Donna,Hooshmand,1,1,,
2301453619,Yassine,Ouali,6,1244,,
2301455661,Calvin,Bao,2,6,,
2301500865,Jingyu,Liu,6,2431,,https://jingyu6.github.io
2301504205,Wenhu,Chen,3,55,,
2301532663,Zitian,Gao,3,166,,
2301534001,Zhiyuan,Liu,6,568,,
2301558455,Xintong,Li,3,29,,
2301577462,Guanyu,Lin,2,35,,
2301578851,Luis,Chiruzzo,4,26,,
2301579122,Takuro,Niitsuma,2,20,,
2301579597,Dazhi,Jiang,2,5,,
2301579909,Hiroki,Ouchi,2,7,,
2301579980,Shabnam,Behzad,1,6,,
2301580381,Cornelia,Caragea,3,12,,
2301580433,Nianwen,Xue,2,8,,
2301580532,Rolando,Coto-Solano,1,6,,
2301581008,Alexander,Fraser,1,2,,
2301581184,Maarten,Gompel,0,0,,
2301581242,Wenlong,Fei,1,3,,
2301581254,Nathan,Schneider,1,3,,
2301581295,Paulo,Cavalin,3,13,,
2301581319,Julia,Kreutzer,5,173,,
2301581371,Tatsuya,Aoyama,1,3,,
2301581702,Robert,Mercer,1,4,,
2301581761,Valentin,Barriere,1,2,,
2301581837,Frank,Rudzicz,2,9,,
2301582451,Ellen,Riloff,1,4,,
2301582504,Ruben,Janssen,1,2,,
2301582510,Sebastian,Cifuentes,1,2,,
2301583031,Tirthankar,Ghosal,3,40,,
2301583789,Jiahuan,Pei,3,28,,
2301615930,Yuchen,Pan,1,4,,
2301617840,Jai-Eun,Kim,0,0,,
2301618593,Yicheng,Li,2,13,,
2301629824,Junrui,Wang,1,3,,
2301634520,Xinying,Qian,2,9,,
2301640476,Xiulin,Yang,1,2,,
2301641340,Jijun,Zhang,3,21,,
2301645596,Zhichang,Wang,3,20,,
2301655882,Houfeng,Wang,2,4,,
2301666541,Chung-Chi,Chen,2,9,,
2301680,Bryan,Catanzaro,55,32066,,
2301680721,Zhao,Yang,1,2,,
2301729195,Lianxi,Wang,1,2,,
2301759628,Hong,Cheng,3,15,,
2301762804,Yating,Zhang,1,29,,
2301763363,Wenxuan,Wang,5,141,,
2301763638,Taro,Watanabe,1,5,,
2301769071,Jing,Jin,2,4,,
2301825337,David,Chiang,1,185,,
2301874,Takeshi,Onishi,4,193,,
2301877272,Xi,Chen,1,3,,
2301908675,Yao,Zhang,1,3,,
2302040421,Rui,Li,6,608,Shantou University,
2302123,E.,Kaiser,12,727,,
2302128984,Zhuowei,Chen,1,2,,
2302150318,Xiaofei,Wen,2,14,University of California Davis,https://rakanwen.github.io/
2302152093,Anastasia,Voznyuk,2,9,,
2302156347,Panos,Vegenas,1,6,,
2302156951,Elizabeth,Fancher,1,6,,
2302157070,Mike,Little,1,6,,
2302157081,Felix,Grazes,1,6,,
2302157138,Sylvain,Costes,1,6,,
2302157324,Kelly,Lockhart,1,6,,
2302157327,Kayleen,Bugbee,1,6,,
2302157445,Megan,Ansdel,1,6,,
2302157777,Lauren,Sanders,1,6,,
2302160196,Rong,Zhang,1,6,,
2302163018,Yu,Tong,1,1,,
2302164379,Yu-Yin,Hsu,1,4,,
2302177675,C.,Xue,2,48,,
2302179436,Vitaly,Shmatikov,4,100,,
2302199097,M.,Fischer,36,5878,,
2302244141,Saket,Dingliwal,1,2,,
2302270803,Tsendgar,Lee,1,6,,
2302295455,Jie,Zhu,2,111,,
2302315299,Rafael,Lima,3,23,,
2302320083,Yusuke,Miyao,2,20,,
2302324179,Pranav,Venkit,3,49,,
2302342302,Longyue,Wang,5,51,,
2302408393,Nikolai,Gerasimenko,2,11,,
2302436363,Bowen,Chen,2,19,,
2302447,N.,Kambhatla,19,2891,,
2302451269,Wenbo,Li,3,10,,
2302463677,Jay-Yoon,Lee,1,1,,
2302511961,Zhuang,Yuan,1,4,,
2302521140,Jonghyun,Song,0,0,,
2302522258,Jinsong,Su,3,24,,
2302524,M.,Iwasaki,6,206,,
2302558532,Sandra,Mitrović,2,9,,
2302560002,Ioannis,Konstas,1,3,,
2302563692,Henrique,Cardoso,2,6,,
2302601601,Tao,Li,1,34,,
2302607950,Jin,Zhao,1,1,,
2302614848,Diyi,Yang,2,11,,
2302690,W.,Rounds,23,1710,,
2302704356,Chao,Liang,1,1,,
2302739012,Muhammad,Abdul-Mageed,4,54,,
2302743439,Christopher,Manning,3,86,,
2302769162,Wentao,Shu,4,49,,
2302774963,Liangtao,Shi,3,25,,
2302787029,Haizhou,Li,3,22,,
2302795999,Felipe,S'anchez-Mart'inez,1,1,,
2302798139,Ju-Seung,Byun,2,10,,
2302798554,Dongyan,Zhao,3,63,,
2302798614,Andrew,Perrault,2,10,,
2302805763,Prasenjit,Mitra,2,17,,
2302806171,Sarfaroz,Yunusov,1,3,,
2302806420,Ali,Emami,2,15,,
2302806549,Govind,Ramesh,1,17,,
2302812287,Yuwei,Wu,3,20,,
2302812421,Xuxin,Cheng,2,19,,
2302812779,Huishuai,Zhang,5,79,,
2302813097,Yukun,Huang,2,9,,
2302814812,Xue,Han,3,23,,
2302816263,Junbo,Guo,1,8,,
2302816627,Jiacong,Wang,5,62,,
2302839463,Haoyuan,Guo,6,95,,
2302843836,Yun,Li,5,136,,
2302893266,Zhijia,Chen,2,5,,
2302893462,Zhenglin,Cheng,3,34,Westlake University,zhenglin-cheng.com
2302936114,Tianshu,Lyu,2,7,,
2302952847,Bin,Zhou,1,4,,
2302991161,Yang,Xu,2,21,,
2303002552,Karishma,Sharma,1,3,,
2303018928,Xin,Huang,4,29,,
2303049750,Xingguang,Wang,2,19,,
2303078719,Yanjiang,Chen,2,34,,
2303084453,Yixin,Cao,2,119,,
2303128,Ikuya,Yamada,19,2176,RIKEN AIP,http://www.ikuya.net
2303255890,Mausam,,1,1,,
2303257086,Bo,Zheng,4,103,,
2303257581,John,Dang,6,216,,
2303281490,Di,Wang,3,29,,
2303301363,Tom,Ayoola,1,23,,
2303303180,Jun,Song,5,114,,
2303307115,Weitong,Chen,2,5,,
2303311,S.,Jalalvand,7,130,,
2303329760,Suyoung,Kim,0,0,,
2303330014,Jiyeon,Hwang,0,0,,
2303331828,Ho-Young,Jung,0,0,,
2303333603,Mingye,Zhu,1,8,,
2303359307,Yuanchun,Wang,3,39,Renmin University of China,https://wangyc-99.github.io
2303366796,Nicholas,Deas,2,32,,
2303396379,Pang,Koh,8,382,,
2303401552,David,Broman,1,42,,
2303401685,Aswin,Rrv,4,32,,
2303402020,Derek,Wong,1,31,,
2303402875,James,Glass,3,19,,
2303412284,Longze,Chen,6,144,,
2303412966,Junyu,Xiong,2,10,,
2303429525,Collin,Zhang,3,36,,
2303429731,Renhao,Li,2,33,,
2303431895,Hui,Zhao,2,21,,
2303436455,Jian,Tang,1,3,,
2303450096,Sherry,Shi,1,7,,
2303457524,Luyi,Wang,0,0,,
2303462146,Yuzhang,Tian,2,10,,
2303462681,Clare,Voss,1,6,,
2303464545,Yannis,Flet-Berliac,5,82,,
2303466028,Teodor-George,Marchitan,1,4,,
2303467175,Yash,Kulkarni,1,6,,
2303469564,Junda,Zhu,2,13,,
2303471929,Jianbo,Zhao,2,10,,
2303472590,Aaron,Tian,2,20,,
2303498076,Songda,Li,1,2,,
2303499674,Jin-Hwa,Kim,2,18,,
2303501157,Xin,Xiao,2,20,Wuhan University,
2303518536,Minsu,Park,1,3,,
2303522901,Qingwei,Lin,6,123,,
2303524418,Shihang,Wang,2,10,,
2303565983,Zheng,Wang,2,23,,
2303618890,Bohong,Wu,4,56,,
2303643642,Congrui,Yin,1,1,,
2303798059,Jiajun,Zhang,3,27,,
2303800377,Seyeon,Choi,1,3,,
2303805476,Shiqi,Wang,2,53,,
2303831743,Hong-Yan,Wu,1,2,,
2303839417,Jing,Li,3,19,,
2303840365,Seungyeon,Kim,3,17,,
2303842446,Jamie,Chiu,2,25,,
2303842928,Kate,Hardy,2,23,,
2303844238,Nev,Jones,2,23,,
2303859635,Gyu-Hwung,Cho,1,4,,
2303898638,Zhe,Hu,3,19,,
2303923448,Yu,Yin,3,26,,
2303929982,Jun,Huang,2,59,,
2303999735,Dong,Yu,5,85,,
2304090,Sarana,Nutanong,19,1336,,
2304124762,Heng,Ji,1,6,,
2304135275,Chunyuan,Deng,1,2,,
2304136322,Fei,Huang,1,21,,
2304145951,Bingsen,Chen,1,12,,
2304152885,Shiwei,Liu,5,55,,
2304163016,Xun,Zhou,2,15,,
2304180785,Cheyon,Jin,0,0,,
2304213105,Seo,Baek,2,12,,
2304221,Dyut,Sil,2,25,,
2304324554,Wei,Xu,6,108,,
2304326919,Ru,Xie,1,7,,
2304366173,Jie,Song,1,7,,
2304380,Jinyoung,Han,18,1753,,
2304386,Gabriel,Doyle,14,2251,,
2304426528,Rongqi,Fan,3,538,,
2304431752,Qian,Ruan,2,6,,
2304434369,Sangwon,Ryu,2,13,,
2304445005,Aaran,Arulraj,2,517,,
2304445773,Pinar,Yanardag,3,1471,,
2304449194,Abhranil,Chandra,3,530,,
2304464834,Mohammed,Islam,3,27,,
2304467368,Ke,Ji,5,169,,
2304469600,Jian-Guang,Lou,3,43,,
2304477321,Xiaomeng,Wang,3,70,,
2304481349,Ben,Athiwaratkun,6,279,,
2304490292,Tzu-Han,Lin,2,11,,
2304499386,Tanwi,Mallick,3,79,,
2304518018,Qiongkai,Xu,2,10,,
2304522809,Can,Xu,1,11,,
2304522898,Weijun,Li,1,3,,
2304525484,Changzhi,Sun,1,8,,
2304527137,Xi,Zhang,5,816,,
2304533702,Najoung,Kim,3,52,,
2304550144,Andrew,Gambardella,3,64,,
2304550771,Arash,Ahmadian,4,43,,
2304551831,Nigel,Collier,3,36,,
2304552471,Desmond,Elliott,3,20,,
2304553733,Raphael,Tang,2,14,,
2304598871,Yukun,Jiang,2,9,,
2304600253,Shujin,Wu,1,43,,
2304618595,Xuanqing,Liu,1,3,,
2304661741,Karl,Pichotta,7,449,,
2304661745,Karl,Pichotta,1,121,,
2304713202,Kai,Wang,3,531,,
2304715698,Jiashu,Yao,1,4,,
2304745824,Yide,Ran,2,27,,
2304748093,Feng,Han,2,11,,
2304749840,Ziyi,Ni,2,13,,
2304819283,Siqi,Fan,2,13,,
2304890464,Hong,Shen,3,33,,
2304895352,Wenxiao,Zhang,3,21,,
2304908653,Sebastian,Padó,2,5,,
2304952028,Derek,Greene,2,69,,
2304952459,Stephen,Clark,2,13,,
2304953298,Eleanor,Chodroff,2,21,,
2304954016,Shuhao,Guan,2,69,,
2304957653,Yuanyi,Luo,2,9,,
2304960633,Junbo,Zhao,2,9,,
2305030536,Xun,Wang,4,33,,
2305052067,Zirui,Liu,3,58,,
2305079624,Al,Youngblood,2,68,,
2305082156,James,Cross,2,68,,
2305116584,Linbo,Jin,3,26,,
2305156540,Yufei,Ma,1,8,,
2305157338,Joseph,Gonzalez,4,66,,
2305337,Joshua,Fasching,7,109,,
2305444,Philip,Cohen,94,46697,,
2305446689,Jiyi,Li,2,18,,
2305450,Yun-Hsuan,Sung,17,7967,,
2305481986,Mostafa,Arefiyan,1,10,,
2305483565,Bryan,Hooi,15,1016,,
2305547967,Qun,Liu,2,24,,
2305564854,Dongyoung,Kim,3,22,,
2305579523,Hongxia,Xu,2,8,,
2305585479,Sheng,Cheng,4,33,,
2305606293,Gang,Li,2,81,,
2305619184,Weiping,Fu,1,5,,
2305624401,Jay-Yoon,Lee,2,12,,
2305626217,Jun,Liu,2,9,,
2305628292,Haicheng,Sun,1,3,,
2305637671,Baosong,Yang,2,109,,
2305646774,Kiseung,Kim,1,7,,
2305648889,Jinyoung,Kim,1,7,,
2305652683,Dora,Zhao,2,26,,
2305682013,Mathew,Monfort,1,1,,
2305691523,Dejiao,Zhang,1,19,,
2305732949,Jianshu,Zhang,5,152,WHU,https://sterzhang.github.io/
2305733015,Zhe,Li,2,10,,
2305807456,Amar,Dibbu,1,8,,
2305810200,Ashutosh,Modi,1,8,,
2305820564,Benjamin,Hsu,1,4,,
2305823305,Anil,Ramakrishna,2,7,,
2305826300,Asif,Hanif,2,11,,
2305828477,Xin,Liu,4,52,,
2305830148,Dandan,Liang,2,23,,
2305837065,Kaarel,Hänni,3,23,,
2305852314,S'ilvia,Casacuberta,1,1,,
2305886371,Someen,Park,2,5,,
2305889,Marcello,Hasegawa,3,107,,
2305979,Yikang,Shen,8,960,,
2305991598,Xinghua,Zhang,5,133,,
2305998637,Zeyu,Zhang,1,4,,
2306050044,Jimmy,Lin,0,0,,
2306066701,Zachary,Lipton,4,202,,
2306068835,Rahul,Kumar,1,8,,
2306070669,Chris,Kong,1,5,,
2306071677,Yitong,Li,9,285,,
2306079060,Runhui,Wang,2,9,,
2306083712,Jason,Chang,0,0,,
2306084600,Lixinyu,Xu,2,34,,
2306102701,Yun-Nung,Chen,4,52,,
2306118151,Sirui,Li,2,12,,
2306137538,Chieh-Yen,Lin,3,47,,
2306149464,Haiquan,Zhao,2,28,,
2306165476,A.,Stolcke,1,5,,
2306176431,Zhexi,Zhang,2,16,,
2306226533,Adit,Krishnan,1,5,,
2306251327,I.,Kweon,2,19,,
2306256593,Madeline,Bossi,2,35,,
2306258046,Patrick,Irawan,3,37,MBZUAI,https://patrickamadeus.github.io
2306258094,Gerhard,Heyer,0,0,,
2306260315,Byron,Wallace,3,27,,
2306262402,Jakob,Havtorn,1,5,,
2306262408,Lasse,Borgholt,1,5,,
2306272986,Xiaoyu,Liu,1,4,,
2306333752,Hyemi,Kim,3,97,,
2306349044,Carl,Vondrick,3,23,,
2306405685,Jianxiang,Hu,1,5,,
2306437017,Huayang,Li,1,4,,
2306441888,Zhexu,Wang,4,356,,
2306540,Kyle,Shaffer,6,433,,
2306632062,Joshua,Hoeflich,1,4,,
2306632083,Cristina,España-Bonet,2,11,,
2306632105,Thomas,Talhelm,2,8,,
2306632108,Dejiyangla,Dejiyangla,0,0,,
2306632156,Salvatore,Giorgi,4,50,,
2306632159,Kraig,Tou,0,0,,
2306632161,Naman,Kapasi,1,1,,
2306632189,Juqianqian,Juqianqian,0,0,,
2306632204,Victoria,Pardiñas,1,7,,
2306632207,Fangwei,Ou,1,1,,
2306632213,Sharanya,Thilagan,1,5,,
2306632221,Zacchary,Sadeddine,1,8,,
2306632258,Reon,Kajikawa,1,1,,
2306632289,Matthew,Wiesner,2,5,,
2306632309,Anemily,Machina,1,6,,
2306632334,Leon,Derczynski,4,111,,
2306632351,Markus,Dreyer,2,15,,
2306632354,Alonso,Palomino,0,0,,
2306632369,Noriko,Kando,1,2,,
2306632373,Qing,Lyu,1,2,,
2306632411,Ana,Marasović,2,10,,
2306632440,Florian,Helfer,0,0,,
2306632467,Parsa,Hejabi,2,5,,
2306632478,Alberto,Barrón-Cedeño,1,5,,
2306632484,Aylin,Caliskan,3,25,,
2306632490,Alberte,Fernández-Castro,1,3,,
2306632499,Yasemin,Altun,1,3,,
2306632538,Shuhei,Kurita,3,27,,
2306632544,Giuliano,Martinelli,2,11,,
2306632567,Ryo,Hasegawa,1,2,,
2306632583,Luc,Lamontagne,1,2,,
2306632595,Daisuke,Kawahara,2,21,,
2306632597,Daisuke,Kawahara,1,2,,
2306632622,Junggeun,Do,1,2,,
2306632666,Khaled,Elsayed,0,0,,
2306632668,Claudio,Pinhanez,3,11,,
2306632671,Juri,Opitz,1,8,,
2306632673,Leibny,Perera,1,3,,
2306632683,Ryohei,Kamei,0,0,,
2306632691,Bernd,Kiefer,1,1,,
2306632736,Robert,Mercer,1,6,,
2306632750,Eloy,Lúa,1,3,,
2306632753,Juan,Perches,1,3,,
2306632780,Simon,D'alfonso,1,3,,
2306632809,Ahmed,Elhady,1,1,,
2306632814,Ned,Mayo,1,6,,
2306632822,Averi,Nowak,1,3,,
2306632829,Tai,Kim,1,1,,
2306632871,Marko,Veljanovski,1,1,,
2306632881,Patrick,Foley,1,3,,
2306632894,Fabian,Suchanek,1,8,,
2306632898,Rintaro,Enomoto,2,20,,
2306632913,Qiang,Ning,1,2,,
2306632999,Tieyun,Qian,1,13,,
2306633062,Vincent,Ng,3,22,,
